epoch,step,train_dsc,train_loss,val_dsc,val_loss
0,49,0.8822361826896667,0.3705751597881317,,
0,49,,,0.8645133972167969,0.3524753749370575
1,99,0.856315016746521,0.3650558292865753,,
1,99,,,0.8638116121292114,0.35292378067970276
2,149,0.8694632053375244,0.25223517417907715,,
2,149,,,0.8664982914924622,0.3489934802055359
3,199,0.8653348088264465,0.33381393551826477,,
3,199,,,0.8642241954803467,0.3514551520347595
4,249,0.8958656787872314,0.31064099073410034,,
4,249,,,0.8563841581344604,0.3530467748641968
5,299,0.8724719882011414,0.32688578963279724,,
5,299,,,0.8573899269104004,0.35446667671203613
6,349,0.8471345901489258,0.38593947887420654,,
6,349,,,0.8539738059043884,0.35237619280815125
7,399,0.8683545589447021,0.3588700294494629,,
7,399,,,0.8461756110191345,0.35860931873321533
8,449,0.9017916917800903,0.37495535612106323,,
8,449,,,0.8732473254203796,0.34294289350509644
9,499,0.8792928457260132,0.36194783449172974,,
9,499,,,0.849521815776825,0.3598238527774811
10,549,0.8529994487762451,0.39608898758888245,,
10,549,,,0.8659998774528503,0.3623315095901489
11,599,0.8719898462295532,0.3123714029788971,,
11,599,,,0.8607497215270996,0.3487066626548767
12,649,0.853284478187561,0.3778250217437744,,
12,649,,,0.8655985593795776,0.3476562201976776
13,699,0.9017896056175232,0.29904115200042725,,
13,699,,,0.8588108420372009,0.3484867215156555
14,749,0.8312036991119385,0.31136125326156616,,
14,749,,,0.8728314638137817,0.3413480818271637
15,799,0.9091242551803589,0.2439231276512146,,
15,799,,,0.8671697378158569,0.34631451964378357
16,849,0.8445738554000854,0.3560797870159149,,
16,849,,,0.8560755848884583,0.3588885962963104
17,899,0.8947962522506714,0.34794795513153076,,
17,899,,,0.8750457167625427,0.3426927626132965
18,949,0.8811240196228027,0.2910836935043335,,
18,949,,,0.8800169229507446,0.3465680181980133
19,999,0.8990175127983093,0.25166401267051697,,
19,999,,,0.8745156526565552,0.34183767437934875
20,1049,0.9146370887756348,0.3818052113056183,,
20,1049,,,0.8642500638961792,0.3457196354866028
21,1099,0.8893901109695435,0.40453624725341797,,
21,1099,,,0.8818178176879883,0.3352515697479248
22,1149,0.9034508466720581,0.3304916322231293,,
22,1149,,,0.8882092237472534,0.33266353607177734
23,1199,0.8814824819564819,0.3067106008529663,,
23,1199,,,0.8850958347320557,0.33358222246170044
24,1249,0.9171006083488464,0.22954528033733368,,
24,1249,,,0.8853037357330322,0.3328985571861267
25,1299,0.9102582335472107,0.30682069063186646,,
25,1299,,,0.8878920674324036,0.33193439245224
26,1349,0.9052348136901855,0.3069952726364136,,
26,1349,,,0.8851855993270874,0.3324473202228546
27,1399,0.9161847829818726,0.2974663972854614,,
27,1399,,,0.8903792500495911,0.330777645111084
