epoch,step,train_dsc,train_loss,val_dsc,val_loss
0,49,0.8569372892379761,0.35279765725135803,,
0,49,,,0.8617916703224182,0.3368041217327118
1,99,0.8625810146331787,0.3952559232711792,,
1,99,,,0.8665165901184082,0.33531653881073
2,149,0.87547367811203,0.2977137267589569,,
2,149,,,0.8666927814483643,0.3365384340286255
3,199,0.899054229259491,0.30549660325050354,,
3,199,,,0.871756911277771,0.33198708295822144
4,249,0.8700460195541382,0.3549339175224304,,
4,249,,,0.8609470725059509,0.33876416087150574
5,299,0.8758884072303772,0.32981303334236145,,
5,299,,,0.8734714388847351,0.3343391418457031
6,349,0.8740705251693726,0.4004696011543274,,
6,349,,,0.8705607056617737,0.3341211974620819
7,399,0.8953148722648621,0.3259105086326599,,
7,399,,,0.8689326643943787,0.33641332387924194
8,449,0.8720607161521912,0.37664031982421875,,
8,449,,,0.8663230538368225,0.349124014377594
9,499,0.856123149394989,0.2757258713245392,,
9,499,,,0.8708482980728149,0.344253808259964
10,549,0.9036058187484741,0.2786419987678528,,
10,549,,,0.8837608098983765,0.3247760534286499
11,599,0.9099091291427612,0.36255162954330444,,
11,599,,,0.8823649287223816,0.32367876172065735
12,649,0.9016581177711487,0.31045079231262207,,
12,649,,,0.8857550621032715,0.32241320610046387
13,699,0.8404603004455566,0.3788125216960907,,
13,699,,,0.8831390738487244,0.322925329208374
14,749,0.8615761399269104,0.3911248743534088,,
14,749,,,0.8858697414398193,0.3214375078678131
15,799,0.9061960577964783,0.25730520486831665,,
15,799,,,0.8851405382156372,0.3221066892147064
16,849,0.841702938079834,0.299588680267334,,
16,849,,,0.8795117139816284,0.32413309812545776
17,899,0.9262794256210327,0.27303025126457214,,
17,899,,,0.8838660717010498,0.32265526056289673
18,949,0.8467893600463867,0.33815693855285645,,
18,949,,,0.8916842937469482,0.3190982937812805
19,999,0.8980967402458191,0.25379621982574463,,
19,999,,,0.8909854888916016,0.31900084018707275
20,1049,0.8915700316429138,0.2991490066051483,,
20,1049,,,0.8913644552230835,0.31941431760787964
21,1099,0.9071552157402039,0.3085103929042816,,
21,1099,,,0.8892197608947754,0.319236695766449
22,1149,0.9092993140220642,0.2818232476711273,,
22,1149,,,0.8880375027656555,0.31988170742988586
23,1199,0.8531371355056763,0.3476153612136841,,
23,1199,,,0.8873331546783447,0.3229377567768097
24,1249,0.8936144709587097,0.30807429552078247,,
24,1249,,,0.8904504776000977,0.3202894926071167
25,1299,0.9063005447387695,0.365888386964798,,
25,1299,,,0.8900401592254639,0.31942978501319885
26,1349,0.9204636812210083,0.2457939088344574,,
26,1349,,,0.8902413845062256,0.31862932443618774
27,1399,0.8825029134750366,0.34594428539276123,,
27,1399,,,0.8905066251754761,0.3186505138874054
28,1449,0.9246819615364075,0.28558772802352905,,
28,1449,,,0.8905788660049438,0.3188013732433319
29,1499,0.9011300802230835,0.20712226629257202,,
29,1499,,,0.890079915523529,0.31887418031692505
30,1549,0.9067083597183228,0.23668231070041656,,
30,1549,,,0.8904953002929688,0.3186389207839966
31,1599,0.8805820941925049,0.29427382349967957,,
31,1599,,,0.8903347253799438,0.3184237778186798
32,1649,0.8878283500671387,0.29773786664009094,,
32,1649,,,0.8906283378601074,0.31852585077285767
33,1699,0.9125049114227295,0.23841147124767303,,
33,1699,,,0.8906983733177185,0.3183706998825073
34,1749,0.907078206539154,0.33935919404029846,,
34,1749,,,0.8902618288993835,0.3185596764087677
35,1799,0.8850784301757812,0.2865104377269745,,
35,1799,,,0.889869749546051,0.31836339831352234
36,1849,0.8359102606773376,0.3619718849658966,,
36,1849,,,0.8902959227561951,0.31817692518234253
37,1899,0.9038592576980591,0.2008332908153534,,
37,1899,,,0.890728235244751,0.31805220246315
38,1949,0.9039651155471802,0.3126852810382843,,
38,1949,,,0.8908330202102661,0.31796368956565857
39,1999,0.8592120409011841,0.3289673328399658,,
39,1999,,,0.8909112215042114,0.31785833835601807
40,2049,0.9038247466087341,0.32774290442466736,,
40,2049,,,0.8908729553222656,0.3179345726966858
41,2099,0.9220502376556396,0.33124950528144836,,
41,2099,,,0.8913807272911072,0.31784680485725403
42,2149,0.9238834977149963,0.2657756805419922,,
42,2149,,,0.8910887837409973,0.31780850887298584
43,2199,0.8625342845916748,0.2545139491558075,,
43,2199,,,0.8910054564476013,0.3177592158317566
44,2249,0.904805600643158,0.43701204657554626,,
44,2249,,,0.8909803628921509,0.31773698329925537
45,2299,0.8655579090118408,0.29506152868270874,,
45,2299,,,0.891018271446228,0.31788843870162964
46,2349,0.911492645740509,0.20120365917682648,,
46,2349,,,0.8912164568901062,0.3181733191013336
47,2399,0.8994016051292419,0.30497848987579346,,
47,2399,,,0.8918033838272095,0.3177822232246399
48,2449,0.8941684365272522,0.26841673254966736,,
48,2449,,,0.891765832901001,0.31766873598098755
49,2499,0.8990368247032166,0.32277578115463257,,
49,2499,,,0.8917717337608337,0.3176202178001404
