epoch,step,train_dsc,train_loss,val_dsc,val_loss
0,49,0.8376007080078125,0.34604814648628235,,
0,49,,,0.8628491759300232,0.3417845070362091
1,99,0.9081998467445374,0.333670437335968,,
1,99,,,0.8721008896827698,0.3359661400318146
2,149,0.8541819453239441,0.28152552247047424,,
2,149,,,0.8684424161911011,0.3399377763271332
3,199,0.897505521774292,0.2972206771373749,,
3,199,,,0.8497427105903625,0.3490232229232788
4,249,0.8653014898300171,0.3747006356716156,,
4,249,,,0.8575278520584106,0.34280040860176086
5,299,0.8889424800872803,0.43963363766670227,,
5,299,,,0.8707680106163025,0.3402446508407593
