epoch,step,train_dsc,train_loss,val_dsc,val_loss
0,49,0.8100019693374634,0.3886277675628662,,
0,49,,,0.8787457346916199,0.3183231055736542
1,99,0.8444967269897461,0.4054848849773407,,
1,99,,,0.8743079304695129,0.3178308308124542
2,149,0.8474738597869873,0.3340989947319031,,
2,149,,,0.8696866631507874,0.32580241560935974
3,199,0.8855701088905334,0.2559710443019867,,
3,199,,,0.8838509917259216,0.31309735774993896
4,249,0.8913249373435974,0.3484387993812561,,
4,249,,,0.873721182346344,0.31914108991622925
5,299,0.82024085521698,0.4268656075000763,,
5,299,,,0.8786885738372803,0.3152764141559601
6,349,0.8420740962028503,0.2739398181438446,,
6,349,,,0.877579391002655,0.31495487689971924
7,399,0.8766450881958008,0.32323509454727173,,
7,399,,,0.8832725882530212,0.3125748932361603
8,449,0.8613422513008118,0.3722939193248749,,
8,449,,,0.8750326037406921,0.31646209955215454
9,499,0.8766616582870483,0.2827078104019165,,
9,499,,,0.8864073157310486,0.30921241641044617
10,549,0.8741733431816101,0.3099585473537445,,
10,549,,,0.881258487701416,0.3125093877315521
11,599,0.8924362063407898,0.2545948922634125,,
11,599,,,0.8777597546577454,0.31566643714904785
12,649,0.8919956088066101,0.3487280607223511,,
12,649,,,0.8806541562080383,0.31449148058891296
13,699,0.8460320234298706,0.3415055274963379,,
13,699,,,0.8727110028266907,0.31637394428253174
14,749,0.8871777653694153,0.3199554681777954,,
14,749,,,0.8637700080871582,0.3228892982006073
15,799,0.8895536065101624,0.3121548891067505,,
15,799,,,0.8821021318435669,0.3156844675540924
16,849,0.8946083784103394,0.25849929451942444,,
16,849,,,0.8881479501724243,0.3076135516166687
17,899,0.8985967636108398,0.272963285446167,,
17,899,,,0.8888744711875916,0.3063344657421112
18,949,0.9244544506072998,0.3507506251335144,,
18,949,,,0.8911690711975098,0.30434516072273254
19,999,0.9050788283348083,0.3645157516002655,,
19,999,,,0.8914784789085388,0.3040086328983307
20,1049,0.9003003239631653,0.2591862082481384,,
20,1049,,,0.8934178352355957,0.303855836391449
21,1099,0.9051762819290161,0.212693452835083,,
21,1099,,,0.8926806449890137,0.3031831979751587
22,1149,0.8618741035461426,0.25539013743400574,,
22,1149,,,0.8915913701057434,0.30422088503837585
23,1199,0.8683263063430786,0.374606192111969,,
23,1199,,,0.8905544281005859,0.30338361859321594
24,1249,0.8971781134605408,0.4094496965408325,,
24,1249,,,0.8877916932106018,0.3051230311393738
25,1299,0.8444080352783203,0.3581567704677582,,
25,1299,,,0.8920068740844727,0.3025970160961151
26,1349,0.8879623413085938,0.2982158064842224,,
26,1349,,,0.8935486078262329,0.3019881844520569
27,1399,0.8946650624275208,0.23644350469112396,,
27,1399,,,0.8968846201896667,0.30129125714302063
28,1449,0.8919879198074341,0.2554333806037903,,
28,1449,,,0.8963951468467712,0.30075791478157043
29,1499,0.8874217867851257,0.3042556047439575,,
29,1499,,,0.8960736989974976,0.3011905252933502
30,1549,0.8872070908546448,0.3196025490760803,,
30,1549,,,0.8980247378349304,0.2999720871448517
31,1599,0.9173726439476013,0.3856545686721802,,
31,1599,,,0.8975544571876526,0.3001094460487366
32,1649,0.9213845133781433,0.2821570634841919,,
32,1649,,,0.8974056243896484,0.30060628056526184
33,1699,0.8971688747406006,0.33692389726638794,,
33,1699,,,0.8966376781463623,0.30001112818717957
34,1749,0.8882223963737488,0.3549215793609619,,
34,1749,,,0.8970694541931152,0.2992054224014282
35,1799,0.8579474687576294,0.43316447734832764,,
35,1799,,,0.8966075778007507,0.2994849979877472
36,1849,0.9211950302124023,0.29477056860923767,,
36,1849,,,0.8994850516319275,0.29905861616134644
37,1899,0.8868592977523804,0.2773725986480713,,
37,1899,,,0.8981419205665588,0.29897916316986084
38,1949,0.8925780653953552,0.3792188763618469,,
38,1949,,,0.8993862867355347,0.2986302971839905
39,1999,0.9004408717155457,0.35633963346481323,,
39,1999,,,0.9006686806678772,0.2982982397079468
40,2049,0.9136191010475159,0.21519584953784943,,
40,2049,,,0.9015586376190186,0.2995099127292633
41,2099,0.8785274624824524,0.2354304939508438,,
41,2099,,,0.8992605209350586,0.29933372139930725
42,2149,0.887457013130188,0.32749664783477783,,
42,2149,,,0.8992921113967896,0.2994658052921295
43,2199,0.8699957132339478,0.4392687678337097,,
43,2199,,,0.8988546133041382,0.2987329065799713
44,2249,0.903803825378418,0.29438963532447815,,
44,2249,,,0.9012764692306519,0.298186719417572
45,2299,0.9283359050750732,0.34725555777549744,,
45,2299,,,0.8990343809127808,0.2982388734817505
46,2349,0.8896722197532654,0.33915525674819946,,
46,2349,,,0.8989937901496887,0.2989363968372345
47,2399,0.9151058793067932,0.35847216844558716,,
47,2399,,,0.900155782699585,0.2979296147823334
48,2449,0.9136250019073486,0.3050477206707001,,
48,2449,,,0.8976457715034485,0.29857826232910156
49,2499,0.9169169664382935,0.31636279821395874,,
49,2499,,,0.8994589447975159,0.2982366979122162
50,2549,0.8730258941650391,0.2869287431240082,,
50,2549,,,0.9014613032341003,0.2980544865131378
51,2599,0.8812080025672913,0.3147733509540558,,
51,2599,,,0.8995829224586487,0.2987896800041199
52,2649,0.8751162886619568,0.31838250160217285,,
52,2649,,,0.8971162438392639,0.29956409335136414
53,2699,0.9291763305664062,0.2455289214849472,,
53,2699,,,0.901519775390625,0.2979324162006378
54,2749,0.8800134658813477,0.26902732253074646,,
54,2749,,,0.9025204181671143,0.2967044711112976
55,2799,0.898443877696991,0.3323109447956085,,
55,2799,,,0.9021785259246826,0.29667404294013977
56,2849,0.9237002730369568,0.23617658019065857,,
56,2849,,,0.9015066623687744,0.2968124449253082
57,2899,0.860743522644043,0.44202569127082825,,
57,2899,,,0.9009796977043152,0.29678213596343994
58,2949,0.9136188626289368,0.3142995834350586,,
