epoch,step,train_dsc,train_loss,val_dsc,val_loss
0,49,0.8560612201690674,0.3568911552429199,,
0,49,,,0.8530022501945496,0.3408501446247101
1,99,0.8555838465690613,0.34838762879371643,,
1,99,,,0.8768211603164673,0.3310750722885132
2,149,0.8799883127212524,0.33343756198883057,,
2,149,,,0.8734784722328186,0.3235960602760315
3,199,0.8521820306777954,0.3619803786277771,,
3,199,,,0.8773647546768188,0.32190772891044617
4,249,0.8332532644271851,0.36897289752960205,,
4,249,,,0.8785132169723511,0.32234516739845276
5,299,0.8823520541191101,0.3438952565193176,,
5,299,,,0.8747571706771851,0.3319980800151825
6,349,0.8672777414321899,0.3258530795574188,,
6,349,,,0.8785963654518127,0.3222601115703583
7,399,0.9047747850418091,0.38170138001441956,,
7,399,,,0.8762363791465759,0.32360905408859253
8,449,0.8654748201370239,0.3402475118637085,,
8,449,,,0.8776760697364807,0.3288782835006714
9,499,0.8383801579475403,0.3890221416950226,,
9,499,,,0.8636331558227539,0.3286576569080353
10,549,0.8930445313453674,0.3011411428451538,,
10,549,,,0.8920598030090332,0.3133552372455597
11,599,0.8373715281486511,0.35378631949424744,,
11,599,,,0.891542375087738,0.3123706877231598
12,649,0.9045447707176208,0.25962454080581665,,
12,649,,,0.8912579417228699,0.31184035539627075
13,699,0.8877140283584595,0.23818105459213257,,
13,699,,,0.8946592807769775,0.3099883794784546
14,749,0.9130703210830688,0.3341290354728699,,
14,749,,,0.8947004079818726,0.3094480633735657
15,799,0.9076884984970093,0.3306848406791687,,
15,799,,,0.8955550193786621,0.30970337986946106
16,849,0.8815948963165283,0.32030388712882996,,
16,849,,,0.8921906352043152,0.30971843004226685
17,899,0.8942523002624512,0.24433186650276184,,
17,899,,,0.8950809240341187,0.3092205226421356
18,949,0.8926787376403809,0.3030766248703003,,
18,949,,,0.894855260848999,0.3085440397262573
19,999,0.8440992832183838,0.35949137806892395,,
19,999,,,0.8962693214416504,0.3095427453517914
20,1049,0.9175803661346436,0.2960658371448517,,
20,1049,,,0.8973991274833679,0.3088051676750183
21,1099,0.9086814522743225,0.377733051776886,,
21,1099,,,0.8981096744537354,0.30695414543151855
22,1149,0.8402420282363892,0.37785401940345764,,
22,1149,,,0.8985149264335632,0.30688467621803284
23,1199,0.8805434703826904,0.2700382173061371,,
23,1199,,,0.8975076079368591,0.3080371022224426
24,1249,0.9050909876823425,0.25314444303512573,,
24,1249,,,0.8990902304649353,0.30677637457847595
25,1299,0.8732564449310303,0.31485289335250854,,
25,1299,,,0.8991798162460327,0.3080240786075592
26,1349,0.9062950611114502,0.26247626543045044,,
26,1349,,,0.8964240550994873,0.3085317015647888
27,1399,0.8521973490715027,0.47587230801582336,,
27,1399,,,0.8943635821342468,0.30924779176712036
28,1449,0.8941879272460938,0.23598787188529968,,
28,1449,,,0.894844651222229,0.30869701504707336
29,1499,0.9123779535293579,0.28249672055244446,,
29,1499,,,0.8978884816169739,0.3070090115070343
30,1549,0.8897632360458374,0.2924904525279999,,
30,1549,,,0.897077739238739,0.3076290786266327
31,1599,0.8744060397148132,0.2767430543899536,,
31,1599,,,0.899459719657898,0.30641666054725647
32,1649,0.8726529479026794,0.32774192094802856,,
32,1649,,,0.8995411992073059,0.3062140941619873
33,1699,0.8732035756111145,0.25027382373809814,,
33,1699,,,0.899219810962677,0.3061387240886688
34,1749,0.8636561036109924,0.3056814670562744,,
34,1749,,,0.9003980159759521,0.30612725019454956
35,1799,0.8984757661819458,0.35761547088623047,,
35,1799,,,0.8995159268379211,0.3061121106147766
36,1849,0.9036723971366882,0.3277676999568939,,
36,1849,,,0.9000639319419861,0.3059922158718109
37,1899,0.895287036895752,0.20718300342559814,,
37,1899,,,0.8990959525108337,0.30597347021102905
38,1949,0.9105654358863831,0.2703905999660492,,
38,1949,,,0.8994995951652527,0.3059707581996918
39,1999,0.8788257837295532,0.3487914800643921,,
39,1999,,,0.900037407875061,0.30573686957359314
40,2049,0.8767641186714172,0.32068634033203125,,
40,2049,,,0.8995437622070312,0.3058428466320038
41,2099,0.9019006490707397,0.22991982102394104,,
41,2099,,,0.8996475338935852,0.30586546659469604
42,2149,0.8994250297546387,0.31577593088150024,,
42,2149,,,0.9003718495368958,0.30578163266181946
43,2199,0.9225252270698547,0.35550957918167114,,
43,2199,,,0.8996939063072205,0.30593186616897583
