epoch,step,test_dsc,test_loss,train_dsc,train_loss,val_dsc,val_loss
0,0,0.7459495663642883,0.5299233198165894,,,,
0,49,,,0.857811689376831,0.3879542946815491,,
0,49,,,,,0.8506032824516296,0.3664548993110657
1,99,,,0.8698249459266663,0.36840376257896423,,
1,99,,,,,0.8224276900291443,0.3785152733325958
2,149,,,0.8645710945129395,0.38534897565841675,,
2,149,,,,,0.8205395340919495,0.37941974401474
3,199,,,0.8554016351699829,0.3950764834880829,,
3,199,,,,,0.809680700302124,0.38588380813598633
4,249,,,0.8908073902130127,0.35780981183052063,,
4,249,,,,,0.8107069730758667,0.3842219412326813
5,299,,,0.9067046046257019,0.29409196972846985,,
5,299,,,,,0.8304412961006165,0.37586233019828796
6,349,,,0.9133265018463135,0.2554442286491394,,
6,349,,,,,0.822299599647522,0.3760126829147339
7,399,,,0.9027800559997559,0.37378576397895813,,
7,399,,,,,0.820092499256134,0.37671729922294617
8,449,,,0.9018939137458801,0.24364449083805084,,
8,449,,,,,0.8215177655220032,0.37667617201805115
9,499,,,0.9129706621170044,0.3139546513557434,,
9,499,,,,,0.8235471248626709,0.3763197660446167
10,549,,,0.9095872640609741,0.2821904718875885,,
10,549,,,,,0.8230389356613159,0.3766516447067261
11,599,,,0.9204588532447815,0.3832966089248657,,
11,599,,,,,0.8183749914169312,0.37893372774124146
12,649,,,0.9251350164413452,0.28998032212257385,,
12,649,,,,,0.8206110000610352,0.37780898809432983
13,699,,,0.9242727160453796,0.3190145492553711,,
13,699,,,,,0.8228949904441833,0.3762319087982178
14,749,,,0.8934583067893982,0.3035707175731659,,
14,749,,,,,0.8220691084861755,0.37680378556251526
15,799,,,0.9255358576774597,0.28473609685897827,,
15,799,,,,,0.8229027390480042,0.3762645423412323
16,849,,,0.9141364693641663,0.3891995847225189,,
16,849,,,,,0.8183806538581848,0.3791942000389099
17,899,,,0.9028439521789551,0.3081514537334442,,
17,899,,,,,0.8189946413040161,0.3788554072380066
18,949,,,0.9121211171150208,0.3674700856208801,,
18,949,,,,,0.8193673491477966,0.37861526012420654
19,999,,,0.9118067622184753,0.33810245990753174,,
19,999,,,,,0.819056510925293,0.37876278162002563
20,1049,,,0.9239439368247986,0.3060504198074341,,
20,1049,,,,,0.8191764950752258,0.37873411178588867
21,1099,,,0.934821605682373,0.30092164874076843,,
21,1099,,,,,0.8191377520561218,0.3787495493888855
22,1149,,,0.922579288482666,0.28958335518836975,,
22,1149,,,,,0.8188385963439941,0.3789326250553131
23,1199,,,0.8926023840904236,0.4121096134185791,,
23,1199,,,,,0.8188618421554565,0.37893933057785034
24,1249,,,0.9109911322593689,0.36744168400764465,,
24,1249,,,,,0.8188269734382629,0.3789491355419159
25,1299,,,0.926895797252655,0.27002039551734924,,
25,1299,,,,,0.8188150525093079,0.3789743483066559
26,1349,,,0.9258159399032593,0.36223164200782776,,
26,1349,,,,,0.8188210725784302,0.3789592683315277
27,1399,,,0.9083203673362732,0.21737982332706451,,
27,1399,,,,,0.818783164024353,0.3789767920970917
28,1449,,,0.9156291484832764,0.17020681500434875,,
28,1449,,,,,0.8187776803970337,0.3789880871772766
29,1499,,,0.9157755970954895,0.2864437699317932,,
29,1499,,,,,0.8187954425811768,0.3789971172809601
30,1549,,,0.9194259643554688,0.29569295048713684,,
30,1549,,,,,0.8188380599021912,0.378984659910202
31,1599,,,0.9020392894744873,0.27158433198928833,,
31,1599,,,,,0.8188475370407104,0.3789823353290558
32,1649,,,0.920658528804779,0.24320478737354279,,
32,1649,,,,,0.8188624382019043,0.3789803385734558
33,1699,,,0.9013375639915466,0.39429008960723877,,
33,1699,,,,,0.8188444375991821,0.37898096442222595
34,1749,,,0.9070842862129211,0.3452942371368408,,
34,1749,,,,,0.8188415765762329,0.37898075580596924
35,1799,,,0.9092880487442017,0.3791547119617462,,
35,1799,,,,,0.8188463449478149,0.3789828419685364
36,1849,,,0.8972307443618774,0.3499540388584137,,
36,1849,,,,,0.8188301920890808,0.37898507714271545
37,1899,,,0.914651095867157,0.2993234097957611,,
37,1899,,,,,0.8188434839248657,0.37897852063179016
38,1949,,,0.916479766368866,0.2494371235370636,,
38,1949,,,,,0.8188348412513733,0.3789815604686737
39,1999,,,0.8975319266319275,0.34368884563446045,,
39,1999,,,,,0.818837583065033,0.37897980213165283
40,2049,,,0.9120641946792603,0.23960331082344055,,
40,2049,,,,,0.8188154697418213,0.3789812922477722
41,2099,,,0.9177791476249695,0.38866159319877625,,
41,2099,,,,,0.8188689947128296,0.37898242473602295
42,2149,,,0.9217618703842163,0.363129198551178,,
42,2149,,,,,0.8188285231590271,0.37897831201553345
43,2199,,,0.9218689799308777,0.38423678278923035,,
43,2199,,,,,0.818828821182251,0.37898439168930054
44,2249,,,0.9111851453781128,0.2983636260032654,,
44,2249,,,,,0.8188462853431702,0.37898069620132446
45,2299,,,0.9164978265762329,0.3332688510417938,,
45,2299,,,,,0.8188462257385254,0.37898319959640503
46,2349,,,0.9186238050460815,0.3531097173690796,,
46,2349,,,,,0.8188173770904541,0.3789876103401184
47,2399,,,0.907577633857727,0.38235658407211304,,
47,2399,,,,,0.8188273906707764,0.37898990511894226
48,2449,,,0.9004950523376465,0.3676605820655823,,
48,2449,,,,,0.8188380599021912,0.37898844480514526
49,2499,,,0.9188910722732544,0.27397018671035767,,
49,2499,,,,,0.8188156485557556,0.37899214029312134
50,2549,,,0.9237814545631409,0.33255380392074585,,
50,2549,,,,,0.8188150525093079,0.37899258732795715
51,2599,,,0.9246976375579834,0.24196991324424744,,
51,2599,,,,,0.8188216686248779,0.37899038195610046
52,2649,,,0.9088084697723389,0.269252747297287,,
52,2649,,,,,0.8188304305076599,0.37898680567741394
53,2699,,,0.9212548732757568,0.4041061997413635,,
53,2699,,,,,0.8188417553901672,0.37898513674736023
54,2749,,,0.9268694519996643,0.3654649257659912,,
54,2749,,,,,0.8188287615776062,0.3789834678173065
55,2799,,,0.894142746925354,0.3049568831920624,,
55,2799,,,,,0.8188252449035645,0.37898433208465576
56,2849,,,0.9229375720024109,0.2669605016708374,,
56,2849,,,,,0.8188284635543823,0.3789864182472229
57,2899,,,0.9146392345428467,0.3662202060222626,,
57,2899,,,,,0.8188372850418091,0.3789830505847931
58,2949,,,0.9093428254127502,0.3460599482059479,,
58,2949,,,,,0.8188307881355286,0.3789837658405304
59,2999,,,0.9238085150718689,0.3497988283634186,,
59,2999,,,,,0.8188449144363403,0.37898361682891846
60,3049,,,0.9171383380889893,0.2227058857679367,,
60,3049,,,,,0.8188312649726868,0.37898510694503784
61,3099,,,0.9094866514205933,0.3581603467464447,,
61,3099,,,,,0.8188377618789673,0.378987193107605
62,3149,,,0.8882648944854736,0.3286217153072357,,
62,3149,,,,,0.8188395500183105,0.3789829611778259
63,3199,,,0.9056872129440308,0.235724538564682,,
63,3199,,,,,0.8188464641571045,0.37897568941116333
64,3249,,,0.922649085521698,0.36574670672416687,,
64,3249,,,,,0.8188496828079224,0.37897881865501404
65,3299,,,0.9276488423347473,0.4058059751987457,,
65,3299,,,,,0.8188381195068359,0.3789813816547394
66,3349,,,0.9263153076171875,0.2517015039920807,,
66,3349,,,,,0.8188447952270508,0.3789847791194916
67,3399,,,0.9153181910514832,0.28438600897789,,
67,3399,,,,,0.8188473582267761,0.3789782226085663
68,3449,,,0.9122360348701477,0.3378422260284424,,
68,3449,,,,,0.8188408613204956,0.378981351852417
69,3499,,,0.9170277714729309,0.3082315921783447,,
69,3499,,,,,0.8188413977622986,0.3789837062358856
70,3549,,,0.9165648818016052,0.32159003615379333,,
70,3549,,,,,0.8188392519950867,0.37899014353752136
71,3599,,,0.9072118997573853,0.2825319468975067,,
71,3599,,,,,0.8188309073448181,0.3789920210838318
72,3649,,,0.8835116624832153,0.36546561121940613,,
72,3649,,,,,0.8188346028327942,0.37898916006088257
73,3699,,,0.9163196682929993,0.28455445170402527,,
73,3699,,,,,0.818838357925415,0.3789898157119751
74,3749,,,0.9019708633422852,0.30388689041137695,,
74,3749,,,,,0.8188530802726746,0.37898653745651245
75,3799,,,0.8953098058700562,0.2984098792076111,,
75,3799,,,,,0.8188251852989197,0.37898916006088257
76,3849,,,0.929709792137146,0.237674281001091,,
76,3849,,,,,0.8188207149505615,0.37899577617645264
77,3899,,,0.9238294363021851,0.3229670822620392,,
77,3899,,,,,0.8188395500183105,0.3789891302585602
78,3949,,,0.9031904935836792,0.38828715682029724,,
78,3949,,,,,0.818846583366394,0.3789918124675751
79,3999,,,0.9277521967887878,0.28751540184020996,,
79,3999,,,,,0.8188295364379883,0.37899455428123474
80,4049,,,0.9136227369308472,0.3602166473865509,,
80,4049,,,,,0.8188345432281494,0.378998339176178
