epoch,step,test_dsc,test_loss,train_dsc,train_loss,val_dsc,val_loss
0,0,0.7459485530853271,0.5299232602119446,,,,
0,49,,,0.8301089406013489,0.5401899814605713,,
0,49,,,,,0.7909172773361206,0.4045923054218292
1,99,,,0.8595327734947205,0.4056059420108795,,
1,99,,,,,0.8092940449714661,0.3943253755569458
2,149,,,0.7884916663169861,0.43502309918403625,,
2,149,,,,,0.7719707489013672,0.41416507959365845
3,199,,,0.8998766541481018,0.31540006399154663,,
3,199,,,,,0.7665349841117859,0.4173964262008667
4,249,,,0.8686473369598389,0.3777565360069275,,
4,249,,,,,0.7753293514251709,0.41279321908950806
5,299,,,0.8262916207313538,0.45644161105155945,,
5,299,,,,,0.7455950379371643,0.4376527965068817
6,349,,,0.9194129705429077,0.4416382610797882,,
6,349,,,,,0.7391031384468079,0.43502748012542725
7,399,,,0.8701989650726318,0.36665526032447815,,
7,399,,,,,0.7274583578109741,0.4569205343723297
8,449,,,0.9141260981559753,0.3995569944381714,,
8,449,,,,,0.7405371069908142,0.43964675068855286
9,499,,,0.9426765441894531,0.4448257088661194,,
9,499,,,,,0.7350872755050659,0.4425871670246124
10,549,,,0.9330089688301086,0.3261547386646271,,
10,549,,,,,0.7309148907661438,0.44586819410324097
11,599,,,0.758372962474823,0.3951413929462433,,
11,599,,,,,0.7228696942329407,0.45173898339271545
12,649,,,0.9243541359901428,0.38928645849227905,,
12,649,,,,,0.7324963212013245,0.444902241230011
13,699,,,0.8157956004142761,0.32621243596076965,,
13,699,,,,,0.7246705293655396,0.4504091441631317
14,749,,,0.8896756768226624,0.35007670521736145,,
14,749,,,,,0.7235043048858643,0.45092955231666565
15,799,,,0.9164158701896667,0.4632416367530823,,
15,799,,,,,0.7199375629425049,0.4531266689300537
16,849,,,0.9429126977920532,0.359252393245697,,
16,849,,,,,0.7218974232673645,0.4518756568431854
17,899,,,0.9331657290458679,0.2825772762298584,,
17,899,,,,,0.7253046035766602,0.4494342505931854
18,949,,,0.8487800359725952,0.4058645963668823,,
18,949,,,,,0.7275714874267578,0.4478541314601898
19,999,,,0.904047429561615,0.3683440387248993,,
19,999,,,,,0.7252197861671448,0.44942623376846313
20,1049,,,0.8838720321655273,0.398105651140213,,
20,1049,,,,,0.7252008318901062,0.449459046125412
21,1099,,,0.9094769358634949,0.3704124987125397,,
21,1099,,,,,0.7257351279258728,0.44910159707069397
22,1149,,,0.8619590401649475,0.3879224359989166,,
22,1149,,,,,0.7258328795433044,0.4490097463130951
23,1199,,,0.9125202894210815,0.2866221070289612,,
23,1199,,,,,0.7258965373039246,0.4490220844745636
24,1249,,,0.9255333542823792,0.2551072835922241,,
24,1249,,,,,0.7257735133171082,0.4491073489189148
25,1299,,,0.9293873906135559,0.39550819993019104,,
25,1299,,,,,0.7258643507957458,0.44908320903778076
26,1349,,,0.9334565997123718,0.4005541205406189,,
26,1349,,,,,0.7258376479148865,0.449099600315094
27,1399,,,0.8583616614341736,0.3387802243232727,,
27,1399,,,,,0.7258522510528564,0.44909629225730896
28,1449,,,0.8882392048835754,0.326371431350708,,
28,1449,,,,,0.725843071937561,0.4490843415260315
29,1499,,,0.903964638710022,0.30834609270095825,,
29,1499,,,,,0.7259318828582764,0.4490222930908203
30,1549,,,0.9150800108909607,0.42136847972869873,,
30,1549,,,,,0.725937008857727,0.4490315616130829
31,1599,,,0.8451719880104065,0.4069911241531372,,
31,1599,,,,,0.7259310483932495,0.44903287291526794
32,1649,,,0.8937577605247498,0.2951453626155853,,
32,1649,,,,,0.7259629964828491,0.4490245282649994
33,1699,,,0.8646632432937622,0.32473278045654297,,
33,1699,,,,,0.7259358763694763,0.44902580976486206
34,1749,,,0.8940563201904297,0.29820528626441956,,
34,1749,,,,,0.7259179949760437,0.44903290271759033
35,1799,,,0.9275122880935669,0.3604450821876526,,
35,1799,,,,,0.7259511351585388,0.44902634620666504
36,1849,,,0.8730505704879761,0.5046197772026062,,
36,1849,,,,,0.7259078025817871,0.4490351378917694
37,1899,,,0.8772936463356018,0.47289758920669556,,
37,1899,,,,,0.7259410619735718,0.4490348696708679
38,1949,,,0.9224767684936523,0.5003811120986938,,
38,1949,,,,,0.7259684205055237,0.4490323066711426
39,1999,,,0.9472071528434753,0.3308066427707672,,
39,1999,,,,,0.7259460687637329,0.44903233647346497
40,2049,,,0.9351247549057007,0.3188374638557434,,
40,2049,,,,,0.7259193658828735,0.44903790950775146
41,2099,,,0.8994043469429016,0.33438873291015625,,
41,2099,,,,,0.7259389162063599,0.4490378797054291
42,2149,,,0.9338587522506714,0.39627572894096375,,
42,2149,,,,,0.7259184122085571,0.4490305185317993
43,2199,,,0.9009861350059509,0.3419535458087921,,
43,2199,,,,,0.7259548902511597,0.449028342962265
44,2249,,,0.8771037459373474,0.3908267617225647,,
44,2249,,,,,0.7259451150894165,0.44903382658958435
45,2299,,,0.9303703904151917,0.3557860255241394,,
45,2299,,,,,0.7259217500686646,0.4490354061126709
46,2349,,,0.9351915717124939,0.35234516859054565,,
46,2349,,,,,0.7259712815284729,0.44903239607810974
47,2399,,,0.9466944932937622,0.22768984735012054,,
47,2399,,,,,0.7259652614593506,0.44903334975242615
48,2449,,,0.9215089082717896,0.3500507175922394,,
48,2449,,,,,0.725972592830658,0.4490254521369934
49,2499,,,0.9379425644874573,0.33200958371162415,,
49,2499,,,,,0.7259778380393982,0.44901958107948303
50,2549,,,0.9317562580108643,0.40509936213493347,,
50,2549,,,,,0.7259886264801025,0.44901758432388306
51,2599,,,0.9039071202278137,0.3125423789024353,,
