epoch,step,test_dsc,test_loss,train_dsc,train_loss,val_dsc,val_loss
0,0,0.7459474802017212,0.5299230813980103,,,,
0,49,,,0.752447783946991,0.4810415506362915,,
0,49,,,,,0.812656044960022,0.36727476119995117
1,99,,,0.8033846616744995,0.36108872294425964,,
1,99,,,,,0.8369315266609192,0.3531166911125183
2,149,,,0.8419687747955322,0.4343479573726654,,
2,149,,,,,0.7985964417457581,0.374138206243515
3,199,,,0.8908170461654663,0.3800479769706726,,
3,199,,,,,0.8020394444465637,0.3712501525878906
4,249,,,0.7857935428619385,0.541527271270752,,
4,249,,,,,0.7858389019966125,0.38269829750061035
5,299,,,0.9010999202728271,0.4655453562736511,,
5,299,,,,,0.7779315114021301,0.38815224170684814
6,349,,,0.8880565762519836,0.44227445125579834,,
6,349,,,,,0.7310212850570679,0.41899368166923523
7,399,,,0.8889783620834351,0.3935827910900116,,
7,399,,,,,0.7006134390830994,0.44568967819213867
8,449,,,0.9096707105636597,0.40718865394592285,,
8,449,,,,,0.7687241435050964,0.3937006890773773
9,499,,,0.8801234364509583,0.39199694991111755,,
9,499,,,,,0.7719422578811646,0.3915160000324249
10,549,,,0.8683262467384338,0.4577632546424866,,
10,549,,,,,0.7701029777526855,0.39420750737190247
11,599,,,0.8708760738372803,0.44151225686073303,,
11,599,,,,,0.7551301121711731,0.4046156704425812
12,649,,,0.890560507774353,0.35917311906814575,,
12,649,,,,,0.7689037919044495,0.3952750563621521
13,699,,,0.9115102291107178,0.4091549813747406,,
13,699,,,,,0.7749788761138916,0.390536367893219
14,749,,,0.9222005605697632,0.30981194972991943,,
14,749,,,,,0.7701234221458435,0.3939521908760071
15,799,,,0.9221751689910889,0.4182145297527313,,
15,799,,,,,0.7661867737770081,0.39698413014411926
16,849,,,0.9047446846961975,0.373593270778656,,
16,849,,,,,0.7685554623603821,0.39582136273384094
17,899,,,0.9019339680671692,0.428230881690979,,
17,899,,,,,0.7620422840118408,0.40018096566200256
18,949,,,0.8731626272201538,0.41537606716156006,,
18,949,,,,,0.7685789465904236,0.3955952525138855
19,999,,,0.9028420448303223,0.3737356662750244,,
19,999,,,,,0.767086923122406,0.396847128868103
20,1049,,,0.9123474955558777,0.3833603858947754,,
20,1049,,,,,0.7665565013885498,0.39727383852005005
21,1099,,,0.9195747971534729,0.4115094542503357,,
21,1099,,,,,0.7663376927375793,0.39741358160972595
22,1149,,,0.8913838863372803,0.3722989559173584,,
22,1149,,,,,0.7659900784492493,0.3976399004459381
23,1199,,,0.9245336651802063,0.40758949518203735,,
23,1199,,,,,0.7666805386543274,0.39718154072761536
24,1249,,,0.8717431426048279,0.4286678433418274,,
24,1249,,,,,0.7669624090194702,0.3970169723033905
25,1299,,,0.9011107087135315,0.4099715054035187,,
25,1299,,,,,0.7670019865036011,0.39697495102882385
26,1349,,,0.9224606156349182,0.4044712781906128,,
26,1349,,,,,0.7669656872749329,0.39701274037361145
27,1399,,,0.9275302886962891,0.46198076009750366,,
27,1399,,,,,0.7669437527656555,0.3970353305339813
28,1449,,,0.9046330451965332,0.4324742257595062,,
28,1449,,,,,0.7668859362602234,0.39707714319229126
29,1499,,,0.9068835973739624,0.383564829826355,,
29,1499,,,,,0.7668361663818359,0.3971160650253296
30,1549,,,0.8708410859107971,0.476549357175827,,
30,1549,,,,,0.7668333649635315,0.3971218168735504
31,1599,,,0.900826096534729,0.3984624743461609,,
31,1599,,,,,0.7668061852455139,0.397129088640213
32,1649,,,0.9273869395256042,0.396135538816452,,
32,1649,,,,,0.7667736411094666,0.3971419632434845
33,1699,,,0.8958689570426941,0.31718289852142334,,
33,1699,,,,,0.7667877674102783,0.39713752269744873
34,1749,,,0.8868024349212646,0.45229852199554443,,
34,1749,,,,,0.7667872905731201,0.3971377909183502
35,1799,,,0.9091079831123352,0.4158943295478821,,
35,1799,,,,,0.7667540907859802,0.3971439003944397
36,1849,,,0.8953804969787598,0.40331006050109863,,
36,1849,,,,,0.7667614817619324,0.3971490263938904
37,1899,,,0.9195305109024048,0.3617377281188965,,
37,1899,,,,,0.7667890787124634,0.3971405327320099
38,1949,,,0.8936037421226501,0.4539308547973633,,
38,1949,,,,,0.7667914032936096,0.39714106917381287
39,1999,,,0.8746141791343689,0.46347180008888245,,
39,1999,,,,,0.766785740852356,0.3971477746963501
40,2049,,,0.9206430315971375,0.43106651306152344,,
40,2049,,,,,0.7667772769927979,0.3971414268016815
41,2099,,,0.9013409614562988,0.479025661945343,,
41,2099,,,,,0.7667642831802368,0.397149920463562
42,2149,,,0.9286956787109375,0.4198789894580841,,
42,2149,,,,,0.76675945520401,0.39715486764907837
43,2199,,,0.9107414484024048,0.4130454957485199,,
43,2199,,,,,0.7667597532272339,0.39716172218322754
44,2249,,,0.9054953455924988,0.2753521800041199,,
44,2249,,,,,0.7667568922042847,0.397160142660141
45,2299,,,0.8988566994667053,0.46324649453163147,,
45,2299,,,,,0.7667802572250366,0.39716050028800964
46,2349,,,0.9171143770217896,0.3553207516670227,,
46,2349,,,,,0.7667384147644043,0.3971561789512634
47,2399,,,0.8518305420875549,0.38890814781188965,,
47,2399,,,,,0.7667434811592102,0.397167444229126
48,2449,,,0.9153719544410706,0.45208683609962463,,
48,2449,,,,,0.7667353749275208,0.39716482162475586
49,2499,,,0.9333174228668213,0.3491570055484772,,
49,2499,,,,,0.7667417526245117,0.3971650302410126
50,2549,,,0.8740752339363098,0.3442142903804779,,
50,2549,,,,,0.7667503356933594,0.3971688151359558
51,2599,,,0.912656307220459,0.3408432900905609,,
51,2599,,,,,0.7667647004127502,0.3971616327762604
52,2649,,,0.9278289675712585,0.4221062660217285,,
52,2649,,,,,0.7667474150657654,0.3971671164035797
53,2699,,,0.8886874318122864,0.43832680583000183,,
53,2699,,,,,0.7667132019996643,0.39718276262283325
54,2749,,,0.9000506401062012,0.3837430477142334,,
54,2749,,,,,0.7667356729507446,0.39717620611190796
55,2799,,,0.8456543684005737,0.41412991285324097,,
55,2799,,,,,0.766734778881073,0.3971748948097229
56,2849,,,0.8853539228439331,0.4507233500480652,,
56,2849,,,,,0.7667248249053955,0.3971804678440094
57,2899,,,0.9153000712394714,0.2952615022659302,,
57,2899,,,,,0.766731321811676,0.39718326926231384
58,2949,,,0.9150132536888123,0.42288848757743835,,
58,2949,,,,,0.7667526006698608,0.3971763551235199
59,2999,,,0.8944140672683716,0.43684130907058716,,
59,2999,,,,,0.7667186856269836,0.3971759080886841
60,3049,,,0.9223102331161499,0.4782295227050781,,
60,3049,,,,,0.766747236251831,0.3971747159957886
61,3099,,,0.9041000604629517,0.3595067262649536,,
61,3099,,,,,0.7667361497879028,0.39717698097229004
62,3149,,,0.9113491773605347,0.36533433198928833,,
62,3149,,,,,0.7667173147201538,0.3971816301345825
63,3199,,,0.8937925696372986,0.4273682236671448,,
63,3199,,,,,0.7667450308799744,0.3971770107746124
64,3249,,,0.9151130318641663,0.36857929825782776,,
64,3249,,,,,0.7667123675346375,0.397180438041687
65,3299,,,0.9161723852157593,0.37757912278175354,,
65,3299,,,,,0.7667315602302551,0.3971825838088989
66,3349,,,0.9192766547203064,0.358804851770401,,
66,3349,,,,,0.766731321811676,0.39718103408813477
67,3399,,,0.8965042233467102,0.4223632514476776,,
67,3399,,,,,0.7667125463485718,0.3971817195415497
68,3449,,,0.912886381149292,0.36117854714393616,,
68,3449,,,,,0.7667160034179688,0.39718350768089294
