epoch,step,train_dsc,train_loss,val_dsc,val_loss
0,49,0.9010130763053894,0.3072719871997833,,
0,49,,,0.8799665570259094,0.33069726824760437
1,99,0.8691151738166809,0.3289701044559479,,
1,99,,,0.8785713315010071,0.3346005380153656
2,149,0.8875350952148438,0.2763890027999878,,
2,149,,,0.8758037686347961,0.33597490191459656
3,199,0.8912002444267273,0.3306087255477905,,
3,199,,,0.8692107200622559,0.3390500545501709
4,249,0.9007461071014404,0.3472723066806793,,
4,249,,,0.8719298839569092,0.3353032171726227
5,299,0.9023460149765015,0.25241512060165405,,
5,299,,,0.8737132549285889,0.33278653025627136
6,349,0.8903382420539856,0.3171739876270294,,
6,349,,,0.8595663905143738,0.3449922800064087
7,399,0.8836269378662109,0.28182974457740784,,
7,399,,,0.8857786655426025,0.3257612884044647
8,449,0.8757728338241577,0.2545396685600281,,
8,449,,,0.8884151577949524,0.32594314217567444
9,499,0.901221513748169,0.266379177570343,,
9,499,,,0.8863875865936279,0.3249925673007965
10,549,0.8965843915939331,0.37855038046836853,,
10,549,,,0.8902226686477661,0.3228069543838501
11,599,0.8939636945724487,0.2570441961288452,,
11,599,,,0.8905274868011475,0.32183122634887695
12,649,0.887468159198761,0.2920248806476593,,
12,649,,,0.8917418122291565,0.3208782374858856
13,699,0.8682695627212524,0.31849217414855957,,
13,699,,,0.8919515609741211,0.32118669152259827
14,749,0.8782234787940979,0.28423067927360535,,
14,749,,,0.890892505645752,0.32126161456108093
15,799,0.894336462020874,0.2601543664932251,,
15,799,,,0.8898863196372986,0.320869117975235
16,849,0.8564540147781372,0.26244571805000305,,
16,849,,,0.8891816735267639,0.32091498374938965
17,899,0.8993389010429382,0.31537365913391113,,
17,899,,,0.8904826641082764,0.32053616642951965
18,949,0.8753384947776794,0.4048115611076355,,
18,949,,,0.8857930898666382,0.32239800691604614
19,999,0.8716563582420349,0.330767422914505,,
19,999,,,0.8928712606430054,0.3198448717594147
20,1049,0.88095623254776,0.391457736492157,,
20,1049,,,0.8921326994895935,0.32031959295272827
